"notstall"	"other"	"stall"	"n"	"mu"	"sigma"	"z"	"gene_name"
"13595"	6	2	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"GATSL3"
"13596"	6	10	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"PWP1"
"13597"	6	4	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"FAM185A"
"13598"	6	21	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"FAM160A1"
"13599"	6	5	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"FGF16"
"13600"	6	3	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"CHAC1"
"13601"	6	2	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"CCS"
"13602"	6	12	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"CES4A"
"13603"	6	14	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"NPIPA3"
"13604"	6	14	8	14	3.7028580162513	1.6502998588785	2.6038552694714	"NPIPA2"
"13605"	28	8	21	49	12.9600030568796	3.08742832868237	2.60410804306887	"ATP2B3"
"13606"	58	90	36	94	24.8620466805445	4.27624689147717	2.60460950972082	"DNAH3"
"13607"	12	25	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"KIAA2022"
"13608"	12	7	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"SGPP1"
"13609"	12	13	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"SEZ6L"
"13610"	12	13	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"KRT5"
"13611"	12	10	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"CKMT2"
"13612"	12	12	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"RRP8"
"13613"	12	7	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"ACVR1B"
"13614"	12	22	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"SYTL4"
"13615"	12	40	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"FNIP2"
"13616"	12	17	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"LBR"
"13617"	12	1	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"WNT7A"
"13618"	12	2	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"PDF"
"13619"	12	2	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"ALDH4A1"
"13620"	12	7	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"CHRNB1"
"13621"	12	7	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"GPS1"
"13622"	12	22	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"TLR8"
"13623"	12	20	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"RAPH1"
"13624"	12	3	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"PRPF31"
"13625"	12	10	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"TSPYL5"
"13626"	12	5	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"FRAT1"
"13627"	12	26	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"UNC5D"
"13628"	12	17	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"IMMT"
"13629"	12	26	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"FAM198A"
"13630"	12	9	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"GLYCTK"
"13631"	12	7	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"ITPRIPL1"
"13632"	12	26	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"HDAC9"
"13633"	12	22	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"CACNA2D3"
"13634"	12	33	12	24	6.34775659928795	2.16074972076734	2.61587140166553	"MPHOSPH9"
"13635"	26	41	20	46	12.1665334819686	2.99142253205326	2.61864261370482	"GOLGA3"
"13636"	26	12	20	46	12.1665334819686	2.99142253205326	2.61864261370482	"TRIM41"
"13637"	26	23	20	46	12.1665334819686	2.99142253205326	2.61864261370482	"CFAP99"
"13638"	17	5	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"ABTB1"
"13639"	17	4	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"RFX1"
"13640"	17	2	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"TM9SF1"
"13641"	17	43	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"TTBK2"
"13642"	17	7	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"PACSIN3"
"13643"	17	9	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"CHDH"
"13644"	17	10	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"C7orf43"
"13645"	17	26	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"SPAG5"
"13646"	17	21	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"CCDC87"
"13647"	17	22	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"SLC4A5"
"13648"	17	4	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"PARD6G"
"13649"	17	41	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"CAMSAP2"
"13650"	17	12	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"XPR1"
"13651"	17	11	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"MTX1"
"13652"	17	19	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"PHF1"
"13653"	17	14	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"PCDHA11"
"13654"	17	4	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"RELA"
"13655"	17	12	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"TMEM8A"
"13656"	17	13	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"AP2A2"
"13657"	17	15	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"CASR"
"13658"	17	18	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"MTO1"
"13659"	17	1	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"RUVBL2"
"13660"	17	51	15	32	8.46367546571726	2.49501886587286	2.61974954325488	"PCDH15"
"13661"	79	105	46	125	33.0612322879581	4.93121401328025	2.62385036974598	"DNAH9"
"13662"	24	72	19	43	11.3730639070576	2.89223163764616	2.63704192764781	"DNAJC13"
"13663"	24	52	19	43	11.3730639070576	2.89223163764616	2.63704192764781	"NLRC5"
"13664"	24	29	19	43	11.3730639070576	2.89223163764616	2.63704192764781	"JAKMIP3"
"13665"	24	47	19	43	11.3730639070576	2.89223163764616	2.63704192764781	"MAGI2"
"13666"	24	45	19	43	11.3730639070576	2.89223163764616	2.63704192764781	"MYO6"
"13667"	22	24	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"SORBS3"
"13668"	22	8	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"PPAN"
"13669"	22	39	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"IGHMBP2"
"13670"	22	4	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"PKDCC"
"13671"	22	36	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"SCN11A"
"13672"	22	11	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"RBM23"
"13673"	22	78	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"TOPORS"
"13674"	22	15	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"GBA2"
"13675"	22	27	18	40	10.5795943321466	2.78951589461807	2.66010517529938	"LTBP1"
"13676"	43	28	29	72	19.0432697978638	3.74252829880929	2.66042883504821	"REXO1"
"13677"	45	18	30	75	19.8367393727748	3.81970195000381	2.66074703216439	"GBF1"
"13678"	45	45	30	75	19.8367393727748	3.81970195000381	2.66074703216439	"CPAMD8"
"13679"	41	13	28	69	18.2498002229528	3.66372940429747	2.66127726725953	"IGSF9"
"13680"	47	19	31	78	20.6302089476858	3.89534695583557	2.66209689916821	"SMTN"
"13681"	39	18	27	66	17.4563306480419	3.58319804482523	2.6634501449734	"IGSF9B"
"13682"	15	10	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"BCL2L12"
"13683"	15	40	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"ABCC9"
"13684"	15	16	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"PCDHA10"
"13685"	15	45	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"ABCC12"
"13686"	15	5	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"APBA3"
"13687"	15	23	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"AMER3"
"13688"	15	12	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"SCMH1"
"13689"	15	37	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"ARHGAP6"
"13690"	15	23	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"HHIPL2"
"13691"	15	2	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"FOXO3"
"13692"	15	12	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"ACOX3"
"13693"	15	17	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"SH3BP1"
"13694"	15	20	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"GPAT2"
"13695"	15	22	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"NKAP"
"13696"	15	13	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"MUTYH"
"13697"	15	25	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"C9orf3"
"13698"	15	9	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"MTHFR"
"13699"	15	3	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"TP73"
"13700"	15	3	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"DHRS13"
"13701"	15	2	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"KLHL30"
"13702"	15	25	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"PRPF40A"
"13703"	15	8	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"PPP6R1"
"13704"	15	19	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"PTPRJ"
"13705"	15	12	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"CLSTN2"
"13706"	15	10	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"PDE6B"
"13707"	15	11	14	29	7.67020589080627	2.3751871971672	2.66496641474956	"CDK18"
"13708"	37	27	26	63	16.6628610731309	3.50081466361258	2.66713317443487	"PLEKHG3"
"13709"	37	30	26	63	16.6628610731309	3.50081466361258	2.66713317443487	"SSC5D"
"13710"	51	49	33	84	22.2171480975078	4.04239257683942	2.66744302972248	"GCN1"
"13711"	74	33	44	118	31.2098032798324	4.79115088811282	2.66954579783763	"CACNA1G"
"13712"	53	54	34	87	23.0106176724188	4.11394490298071	2.67125170286529	"CCDC88C"
"13713"	35	15	25	60	15.8693914982199	3.41644528559881	2.67254638623015	"SOGA1"
"13714"	35	14	25	60	15.8693914982199	3.41644528559881	2.67254638623015	"DGKZ"
"13715"	35	55	25	60	15.8693914982199	3.41644528559881	2.67254638623015	"LRRK1"
"13716"	33	21	24	57	15.0759219233089	3.32993895890237	2.67995245163074	"SEMA6C"
"13717"	20	15	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"NOD1"
"13718"	20	11	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"CDC25B"
"13719"	20	21	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"ZFYVE28"
"13720"	20	6	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"ASB16"
"13721"	20	9	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"GPR162"
"13722"	20	13	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"SENP3"
"13723"	20	20	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"TMC6"
"13724"	20	35	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"CTR9"
"13725"	20	64	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"KIF21A"
"13726"	20	27	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"KCNQ5"
"13727"	20	9	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"CPXM1"
"13728"	20	33	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"MTMR3"
"13729"	20	9	17	37	9.78612475723559	2.68287047895577	2.68886452005399	"ANKRD13D"
"13730"	31	10	23	54	14.2824523483979	3.24112458115101	2.68966756239475	"MOGS"
"13731"	31	83	23	54	14.2824523483979	3.24112458115101	2.68966756239475	"CUBN"
"13732"	10	9	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"DMRT3"
"13733"	10	2	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"PLA2G15"
"13734"	10	16	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"PCDHB5"
"13735"	10	14	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ADCK1"
"13736"	10	23	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"IFT81"
"13737"	10	23	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"PDGFRA"
"13738"	10	2	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"EMX1"
"13739"	10	24	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"TGFBRAP1"
"13740"	10	4	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ALDH2"
"13741"	10	15	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"CDH3"
"13742"	10	1	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"TM7SF2"
"13743"	10	4	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"TAL1"
"13744"	10	7	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ALPPL2"
"13745"	10	4	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"LRRC58"
"13746"	10	31	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ZBTB21"
"13747"	10	4	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"MOS"
"13748"	10	6	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"DNAJB5"
"13749"	10	5	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"FGF8"
"13750"	10	9	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"BAIAP2"
"13751"	10	16	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"TRAPPC12"
"13752"	10	33	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ZKSCAN5"
"13753"	10	12	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"FAM53B"
"13754"	10	6	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"PTGES2"
"13755"	10	31	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"TBC1D8B"
"13756"	10	3	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"C20orf195"
"13757"	10	28	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ZRANB2"
"13758"	10	3	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"FRAT2"
"13759"	10	8	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"SLC2A6"
"13760"	10	5	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"GALT"
"13761"	10	40	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ANKRD18A"
"13762"	10	10	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"MATN3"
"13763"	10	0	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"SLC2A1"
"13764"	10	24	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"NPIPB15"
"13765"	10	4	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"CCDC124"
"13766"	10	7	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"DCTN4"
"13767"	10	25	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"SYTL5"
"13768"	10	15	11	21	5.55428702437695	2.02119628841971	2.69430188785911	"ZNF2"
"13769"	2	5	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CTNS"
"13770"	2	5	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"STMN2"
"13771"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"NAP1L1"
"13772"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CASQ2"
"13773"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"YY1"
"13774"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"NUBP2"
"13775"	2	13	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"BBOX1"
"13776"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CNRIP1"
"13777"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"SC5D"
"13778"	2	9	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CLDN16"
"13779"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"UCN2"
"13780"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CDC42EP2"
"13781"	2	13	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"SPATA4"
"13782"	2	10	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"SLC25A4"
"13783"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"GPD1L"
"13784"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CXADR"
"13785"	2	9	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CHRNB3"
"13786"	2	12	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"BBS5"
"13787"	2	34	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"C3orf30"
"13788"	2	3	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"MAD2L1"
"13789"	2	5	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"RPS23"
"13790"	2	22	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"FAM35A"
"13791"	2	6	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"NUDT21"
"13792"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"RHEBL1"
"13793"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR1L8"
"13794"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR10H2"
"13795"	2	10	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"AKIP1"
"13796"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"KCNE3"
"13797"	2	15	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"UGT8"
"13798"	2	11	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"SSX5"
"13799"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"SIAH2"
"13800"	2	9	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"GIMAP7"
"13801"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR52N2"
"13802"	2	3	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"PRSS8"
"13803"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"SYCN"
"13804"	2	8	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"HCCS"
"13805"	2	5	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"GH1"
"13806"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"FAXDC2"
"13807"	2	3	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CLN8"
"13808"	2	8	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"EFNA5"
"13809"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR10H1"
"13810"	2	5	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"ATP4B"
"13811"	2	10	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"RFPL4AL1"
"13812"	2	9	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"AGMO"
"13813"	2	24	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"TCAIM"
"13814"	2	6	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR51F1"
"13815"	2	8	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"ARFIP1"
"13816"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"HP"
"13817"	2	3	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR6K2"
"13818"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"MDK"
"13819"	2	8	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"AIM2"
"13820"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"THEM4"
"13821"	2	15	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CYB5R4"
"13822"	2	11	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"UBE3D"
"13823"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"NKAIN4"
"13824"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CT47B1"
"13825"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CITED4"
"13826"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"RBBP4"
"13827"	2	15	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"LY6G6F"
"13828"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"LY6G5B"
"13829"	2	3	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CSNK2B"
"13830"	2	22	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"PRAMEF17"
"13831"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR14J1"
"13832"	2	9	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"FAM216A"
"13833"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"OR51I1"
"13834"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"NME1"
"13835"	2	15	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"FBXO8"
"13836"	2	1	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"PSAP"
"13837"	2	7	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"PCBP3"
"13838"	2	16	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"ANKRD61"
"13839"	2	4	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"CYSRT1"
"13840"	2	9	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"GCG"
"13841"	2	21	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"MCMDC2"
"13842"	2	10	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"RFPL4A"
"13843"	2	45	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"ZNF721"
"13844"	2	15	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"RBM7"
"13845"	2	11	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"TAS2R38"
"13846"	2	2	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"KLK8"
"13847"	2	11	5	7	1.85142900812565	1.16693822120419	2.69814711238549	"C10orf142"
"13848"	29	22	22	51	13.4889827734869	3.14980691964869	2.70207585532334	"CADPS"
"13849"	7	32	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"FAM13B"
"13850"	7	7	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"TUBB1"
"13851"	7	6	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"STX1A"
"13852"	7	3	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MOSPD3"
"13853"	7	9	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"NUDCD1"
"13854"	7	4	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MRPS7"
"13855"	7	22	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"REPS1"
"13856"	7	33	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"HERC5"
"13857"	7	4	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"ARRDC4"
"13858"	7	7	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MARCH4"
"13859"	7	12	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"RABGEF1"
"13860"	7	6	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MRPL55"
"13861"	7	7	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"TMOD4"
"13862"	7	23	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"ZNF560"
"13863"	7	3	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"S1PR1"
"13864"	7	27	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SOCS5"
"13865"	7	10	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"FBXO22"
"13866"	7	31	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"CPED1"
"13867"	7	20	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MKRN3"
"13868"	7	23	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"PCDHB9"
"13869"	7	8	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MBLAC2"
"13870"	7	11	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"B3GNTL1"
"13871"	7	0	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"NDRG1"
"13872"	7	4	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"C16orf54"
"13873"	7	2	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"URAD"
"13874"	7	23	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"INTU"
"13875"	7	3	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"TNNI1"
"13876"	7	5	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MXD4"
"13877"	7	10	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"IDS"
"13878"	7	0	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MAFK"
"13879"	7	5	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SLC23A1"
"13880"	7	5	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"PLEKHB1"
"13881"	7	29	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SMARCAD1"
"13882"	7	8	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"CNOT4"
"13883"	7	15	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SOAT1"
"13884"	7	7	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SERPINC1"
"13885"	7	21	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"MB21D1"
"13886"	7	29	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"EVI5"
"13887"	7	4	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"UBTD1"
"13888"	7	3	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SPDYC"
"13889"	7	6	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"TRIM54"
"13890"	7	27	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SLC12A1"
"13891"	7	26	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"GOLGA8K"
"13892"	7	2	9	16	4.23183773285863	1.76424475924707	2.70266483272779	"SLC35E1"
"13893"	1	7	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"PSMA4"
"13894"	1	5	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"NCALD"
"13895"	1	7	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"DLX5"
"13896"	1	7	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"RLN1"
"13897"	1	5	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"MRPL27"
"13898"	1	0	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"REG1A"
"13899"	1	8	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"SPACA1"
"13900"	1	9	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"TBPL1"
"13901"	1	1	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"GADD45G"
"13902"	1	7	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"TAAR5"
"13903"	1	2	4	5	1.32244929151832	0.98624280265605	2.71490012527419	"NPL"
