"notstall"	"stall"	"n"	"mu"	"sigma"	"z"	"gene_name"
"15017"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"TP53INP1"
"15018"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"PYY"
"15019"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"KRTAP26-1"
"15020"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"EXOSC1"
"15021"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"DIRAS3"
"15022"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"RBBP4"
"15023"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"FBP2"
"15024"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"MFAP2"
"15025"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"CYSRT1"
"15026"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"OR2M3"
"15027"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"TIFAB"
"15028"	6	5	11	2.90938844134031	1.46283447619336	1.42915113957388	"RPS28"
"15029"	56	28	84	22.2171480975078	4.04239257683942	1.43055178154259	"TECTA"
"15030"	56	28	84	22.2171480975078	4.04239257683942	1.43055178154259	"PAPPA2"
"15031"	49	25	74	19.5722495144712	3.79415181742965	1.4305570116079	"DGKZ"
"15032"	49	25	74	19.5722495144712	3.79415181742965	1.4305570116079	"ARHGAP4"
"15033"	33	18	51	13.4889827734869	3.14980691964869	1.43215674534623	"ADAMTS8"
"15034"	33	18	51	13.4889827734869	3.14980691964869	1.43215674534623	"RBM23"
"15035"	33	18	51	13.4889827734869	3.14980691964869	1.43215674534623	"EFR3B"
"15036"	33	18	51	13.4889827734869	3.14980691964869	1.43215674534623	"UBE4A"
"15037"	33	18	51	13.4889827734869	3.14980691964869	1.43215674534623	"REC8"
"15038"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"CYP26A1"
"15039"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"GDF15"
"15040"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"SESN2"
"15041"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"DPH2"
"15042"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"CCT3"
"15043"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"CYP2A13"
"15044"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"KRT18"
"15045"	22	13	35	9.25714504062826	2.60935318815526	1.43439951952914	"MAG"
"15046"	42	22	64	16.9273509314345	3.52848951849414	1.43762622560668	"PITPNM3"
"15047"	42	22	64	16.9273509314345	3.52848951849414	1.43762622560668	"IGSF22"
"15048"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"APLP2"
"15049"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"PAPSS1"
"15050"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"EIF2B5"
"15051"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"CSNK1E"
"15052"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"ECM1"
"15053"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"DPP7"
"15054"	24	14	38	10.0506146155392	2.71888377464182	1.45257602450514	"MTHFR"
"15055"	35	19	54	14.2824523483979	3.24112458115101	1.4555280222912	"PCDHGC3"
"15056"	51	26	77	20.3657190893822	3.87029623325906	1.45577510636011	"ZNF236"
"15057"	51	26	77	20.3657190893822	3.87029623325906	1.45577510636011	"PER1"
"15058"	65	32	97	25.6555162554555	4.3439489403471	1.46053368298514	"DHX16"
"15059"	44	23	67	17.7208205063455	3.61024143259111	1.46227879553904	"PDLIM2"
"15060"	44	23	67	17.7208205063455	3.61024143259111	1.46227879553904	"ZNF808"
"15061"	44	23	67	17.7208205063455	3.61024143259111	1.46227879553904	"TTLL3"
"15062"	72	35	107	28.3004148384921	4.56237242319436	1.46844328784917	"GSE1"
"15063"	72	35	107	28.3004148384921	4.56237242319436	1.46844328784917	"ADAMTSL1"
"15064"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"PSMD3"
"15065"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"CNGA3"
"15066"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"CHDH"
"15067"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"RRS1"
"15068"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"C6orf223"
"15069"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"STAT5A"
"15070"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"NLGN3"
"15071"	26	15	41	10.8440841904502	2.8241695946747	1.47155320182833	"AKAP8L"
"15072"	79	38	117	30.9453134215287	4.77080620645045	1.47872000521271	"WNK2"
"15073"	37	20	57	15.0759219233089	3.32993895890237	1.47872923121516	"MUS81"
"15074"	37	20	57	15.0759219233089	3.32993895890237	1.47872923121516	"ABCF3"
"15075"	37	20	57	15.0759219233089	3.32993895890237	1.47872923121516	"PRRT4"
"15076"	53	27	80	21.1591886642932	3.9449712106242	1.48057134611704	"CARD14"
"15077"	53	27	80	21.1591886642932	3.9449712106242	1.48057134611704	"PLEKHG4"
"15078"	67	33	100	26.4489858303664	4.41061189811767	1.48528465459165	"DDX23"
"15079"	46	24	70	18.5142900812565	3.69018266771064	1.48656866413249	"ITIH6"
"15080"	28	16	44	11.6375537653612	2.92566895238671	1.49109359453671	"TMEM63B"
"15081"	28	16	44	11.6375537653612	2.92566895238671	1.49109359453671	"FGFR3"
"15082"	28	16	44	11.6375537653612	2.92566895238671	1.49109359453671	"TRPV5"
"15083"	28	16	44	11.6375537653612	2.92566895238671	1.49109359453671	"PKLR"
"15084"	28	16	44	11.6375537653612	2.92566895238671	1.49109359453671	"NAALADL1"
"15085"	28	16	44	11.6375537653612	2.92566895238671	1.49109359453671	"DPP3"
"15086"	182	80	262	69.2963428755601	7.13919904243053	1.49927982968743	"BSN"
"15087"	39	21	60	15.8693914982199	3.41644528559881	1.50173881707018	"ABCB6"
"15088"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PLLP"
"15089"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"TAX1BP3"
"15090"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PF4V1"
"15091"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"ERP29"
"15092"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"AP2S1"
"15093"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"POLR2D"
"15094"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"HIGD2A"
"15095"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"LAMTOR1"
"15096"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"ATP1B3"
"15097"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"MYL3"
"15098"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CYB561A3"
"15099"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"TAF10"
"15100"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"DCTN5"
"15101"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"OR6F1"
"15102"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CSN3"
"15103"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"JAGN1"
"15104"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PTGR1"
"15105"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CNIH2"
"15106"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PGA5"
"15107"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"GCSH"
"15108"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CALR"
"15109"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"OR52H1"
"15110"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PGA3"
"15111"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"TSPO"
"15112"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"OR5D18"
"15113"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"KRTAP10-8"
"15114"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"KRTAP10-11"
"15115"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"IL1F10"
"15116"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"TMEM203"
"15117"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"MTCP1"
"15118"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CD164L2"
"15119"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PGA4"
"15120"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PCNA"
"15121"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"OR6B2"
"15122"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"SLC35G6"
"15123"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"PLA2G10"
"15124"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CLDN9"
"15125"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"CST7"
"15126"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"HPR"
"15127"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"UBE2Q2L"
"15128"	4	4	8	2.11591886642932	1.24750943293643	1.51027405791704	"TMEM265"
"15129"	48	25	73	19.3077596561675	3.76842845766595	1.51050773758303	"WDR6"
"15130"	105	49	154	40.7314381787643	5.47342542347646	1.5106740626757	"CUL9"
"15131"	30	17	47	12.4310233402722	3.0237631749914	1.51102331608386	"PIGQ"
"15132"	30	17	47	12.4310233402722	3.0237631749914	1.51102331608386	"GFAP"
"15133"	30	17	47	12.4310233402722	3.0237631749914	1.51102331608386	"PUM1"
"15134"	30	17	47	12.4310233402722	3.0237631749914	1.51102331608386	"MEGF10"
"15135"	30	17	47	12.4310233402722	3.0237631749914	1.51102331608386	"THOP1"
"15136"	41	22	63	16.6628610731309	3.50081466361258	1.52454198228295	"SCUBE3"
"15137"	32	18	50	13.2244929151832	3.11877358234108	1.53121313834911	"GAA"
"15138"	32	18	50	13.2244929151832	3.11877358234108	1.53121313834911	"DIS3L2"
"15139"	32	18	50	13.2244929151832	3.11877358234108	1.53121313834911	"MYT1"
"15140"	32	18	50	13.2244929151832	3.11877358234108	1.53121313834911	"ATP1A2"
"15141"	50	26	76	20.1012292310785	3.84508230861461	1.53410780198535	"CIC"
"15142"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"KRT38"
"15143"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"GATA5"
"15144"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"MAU2"
"15145"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"SPATC1L"
"15146"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"PRKCDBP"
"15147"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"LIMS2"
"15148"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"CXorf38"
"15149"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"STAC2"
"15150"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"SLC22A8"
"15151"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"TNNI3"
"15152"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"LRRC15"
"15153"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"CAMK2G"
"15154"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"TP53RK"
"15155"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"ACTL8"
"15156"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"OXER1"
"15157"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"DCDC2C"
"15158"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"PARP3"
"15159"	15	10	25	6.61224645759161	2.20530594905884	1.53618301526561	"SFRP4"
"15160"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SIRT4"
"15161"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SLC25A1"
"15162"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"MAZ"
"15163"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"STX1A"
"15164"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SLC30A3"
"15165"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CDK6"
"15166"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CFC1B"
"15167"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"KLHL41"
"15168"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"MRPL55"
"15169"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"ECI1"
"15170"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"RPL7L1"
"15171"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"FEN1"
"15172"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"LRRC8B"
"15173"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SMTNL2"
"15174"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"SDC3"
"15175"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"DOK4"
"15176"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"TUBB4B"
"15177"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NHLRC1"
"15178"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"PICK1"
"15179"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"BECN1"
"15180"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CTGF"
"15181"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"KAZALD1"
"15182"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"CCND3"
"15183"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"TRIM54"
"15184"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NGDN"
"15185"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"GJA5"
"15186"	13	9	22	5.81877688268062	2.06876035573959	1.53774365817354	"NOSIP"
"15187"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"MRI1"
"15188"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"TBX21"
"15189"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ZNF710"
"15190"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ALPPL2"
"15191"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"SLCO2A1"
"15192"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"GADD45GIP1"
"15193"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"HES7"
"15194"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"HSPA5"
"15195"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"CHST4"
"15196"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"ACVR2B"
"15197"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"PRKAR1B"
"15198"	17	11	28	7.40571603250261	2.33387644240838	1.54004895125826	"DCTN4"
"15199"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PROKR2"
"15200"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"USB1"
"15201"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"HLF"
"15202"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DNPH1"
"15203"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"IL17C"
"15204"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"IGFBP4"
"15205"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"BAG4"
"15206"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"PSMB4"
"15207"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"AGXT"
"15208"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"OR10P1"
"15209"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"BSG"
"15210"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"AGPAT1"
"15211"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ADORA2A"
"15212"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"SUPT7L"
"15213"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"MYBPHL"
"15214"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"C1orf43"
"15215"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"RAB39B"
"15216"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"TLX1"
"15217"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"ADPRHL2"
"15218"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"DDAH2"
"15219"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"MAGEB6"
"15220"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"SPATA3"
"15221"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"FGF16"
"15222"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"TMEM64"
"15223"	11	8	19	5.02530730776962	1.92254115430731	1.54727126936441	"SPECC1L-ADORA2A"
"15224"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"SLC22A5"
"15225"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"SGPP1"
"15226"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"ACVR1B"
"15227"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CHRNB1"
"15228"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"GPS1"
"15229"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"NOP56"
"15230"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"STARD3"
"15231"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CLPTM1"
"15232"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"CUEDC1"
"15233"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"HECA"
"15234"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"TTC30B"
"15235"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"ITPRIPL1"
"15236"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"AGAP9"
"15237"	19	12	31	8.1991856074136	2.45572477446137	1.54773630665516	"C19orf47"
"15238"	34	19	53	14.0179624900942	3.21097392972648	1.55156585476549	"PYGB"
"15239"	34	19	53	14.0179624900942	3.21097392972648	1.55156585476549	"TMC8"
"15240"	34	19	53	14.0179624900942	3.21097392972648	1.55156585476549	"CATSPERG"
"15241"	34	19	53	14.0179624900942	3.21097392972648	1.55156585476549	"ZNF783"
"15242"	34	19	53	14.0179624900942	3.21097392972648	1.55156585476549	"ADAM8"
"15243"	59	30	89	23.5395973890261	4.16096294276665	1.55262200116551	"PLEKHA6"
"15244"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"DPH1"
"15245"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"ACOX1"
"15246"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"TRIM50"
"15247"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"KDM4D"
"15248"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"RILPL1"
"15249"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"KAT5"
"15250"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"STT3A"
"15251"	21	13	34	8.99265518232459	2.57180658047565	1.55818281518444	"PTPN6"
"15252"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"NMRK2"
"15253"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"PDYN"
"15254"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"LTBR"
"15255"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SPR"
"15256"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TWIST1"
"15257"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"NR0B2"
"15258"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"HSD17B14"
"15259"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"BARX2"
"15260"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"AMICA1"
"15261"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"IGFBP7"
"15262"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"CXXC5"
"15263"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"BAD"
"15264"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ARL10"
"15265"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"HNRNPA0"
"15266"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"LRRC61"
"15267"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"MRGPRX2"
"15268"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TLCD2"
"15269"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ETS2"
"15270"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"TACR2"
"15271"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SUSD3"
"15272"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"SGCB"
"15273"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"ZDHHC20"
"15274"	9	7	16	4.23183773285863	1.76424475924707	1.56903527848525	"C1orf228"
"15275"	45	24	69	18.2498002229528	3.66372940429747	1.5694935794937	"PTPRN2"
"15276"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"LRRC32"
"15277"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"PLIN1"
"15278"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"CYP4F12"
"15279"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"ZNF746"
"15280"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"GSN"
"15281"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"APP"
"15282"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"NUMB"
"15283"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"PPP6R1"
"15284"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"ULK3"
"15285"	23	14	37	9.78612475723559	2.68287047895577	1.5706592158726	"SAMD14"
"15286"	36	20	56	14.8114320650052	3.30059971775701	1.57200762851691	"MICALL1"
"15287"	36	20	56	14.8114320650052	3.30059971775701	1.57200762851691	"TFR2"
"15288"	36	20	56	14.8114320650052	3.30059971775701	1.57200762851691	"ANO9"
"15289"	36	20	56	14.8114320650052	3.30059971775701	1.57200762851691	"ABCB10"
"15290"	36	20	56	14.8114320650052	3.30059971775701	1.57200762851691	"WWP2"
"15291"	36	20	56	14.8114320650052	3.30059971775701	1.57200762851691	"PCIF1"
"15292"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"C12orf57"
"15293"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"GNG11"
"15294"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PDE6H"
"15295"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TFF1"
"15296"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"TMEM256"
"15297"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"WFDC13"
"15298"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"PLA2G1B"
"15299"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"C5orf46"
"15300"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"KRTAP6-1"
"15301"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"UQCR10"
"15302"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"LITAF"
"15303"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SKP1"
"15304"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"CCL20"
"15305"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"S100A16"
"15306"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"WFDC2"
"15307"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"C9orf16"
"15308"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"C10orf53"
"15309"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SLC31A1"
"15310"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"GKN1"
"15311"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"DEFB136"
"15312"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"KRTAP3-2"
"15313"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"FABP6"
"15314"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"SHISA5"
"15315"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"GYPB"
"15316"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"ATXN7L3B"
"15317"	1	2	3	0.793469574910993	0.763940390000762	1.57935153171808	"EIF5AL1"
"15318"	54	28	82	21.6881683809005	3.99397894323069	1.58033672906496	"IGSF9"
"15319"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"RABGGTA"
"15320"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"CTCFL"
"15321"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"SAMHD1"
"15322"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"WNT10B"
"15323"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"CDR2L"
"15324"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"TUSC1"
"15325"	25	15	40	10.5795943321466	2.78951589461807	1.58464975101303	"SERBP1"
"15326"	47	25	72	19.0432697978638	3.74252829880929	1.59163264150369	"AGBL5"
"15327"	38	21	59	15.6049016399162	3.38785528267253	1.59248194209401	"DDX17"
"15328"	38	21	59	15.6049016399162	3.38785528267253	1.59248194209401	"SUN2"
"15329"	38	21	59	15.6049016399162	3.38785528267253	1.59248194209401	"PIK3R5"
"15330"	38	21	59	15.6049016399162	3.38785528267253	1.59248194209401	"KANK2"
"15331"	63	32	95	25.1265365388481	4.29893271057205	1.59887672683233	"NPHP4"
"15332"	70	35	105	27.7714351218848	4.51953229677674	1.59940551443133	"TLN1"
"15333"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"ACHE"
"15334"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"PCDHGA3"
"15335"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"CTIF"
"15336"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"NPEPPS"
"15337"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"ZNF513"
"15338"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"DCAF8"
"15339"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"RNF207"
"15340"	27	16	43	11.3730639070576	2.89223163764616	1.59978060979516	"KATNB1"
